Date,Open,High,Low,Close,Volume,Market Cap
"Sep 30, 2021",41551.27,44092.60,41444.58,43790.90,31141681925,824619217608
"Sep 29, 2021",41064.98,42545.26,40829.67,41564.36,30602359905,782651228474
"Sep 28, 2021",42200.90,42775.15,40931.66,41034.54,30214940550,772639687709
"Sep 27, 2021",43234.18,44313.25,42190.63,42235.73,30980029059,795216175345
"Sep 26, 2021",42721.63,43919.30,40848.46,43208.54,30661222077,813490665613
"Sep 25, 2021",42840.89,42996.26,41759.92,42716.59,31604717236,804192450113
"Sep 24, 2021",44894.30,45080.49,40936.56,42839.75,42839345714,806470363647
"Sep 23, 2021",43560.30,44942.17,43109.34,44895.10,34244064430,845122403460
"Sep 22, 2021",40677.95,43978.62,40625.63,43574.51,38139709246,820218503579
"Sep 21, 2021",43012.23,43607.61,39787.61,40693.68,48701090088,765958488767
"Sep 20, 2021",47261.41,47328.20,42598.92,42843.80,43909845642,806395852718
"Sep 19, 2021",48268.86,48328.37,46919.80,47260.22,26967722648,889472404520
"Sep 18, 2021",47273.53,48791.78,47087.28,48278.36,28575630451,908584317849
"Sep 17, 2021",47771.00,48160.92,46832.52,47267.52,28727713711,889514744351
"Sep 16, 2021",48158.91,48486.83,47079.56,47783.36,31764293754,899179151780
"Sep 15, 2021",47098.00,48450.47,46773.33,48176.35,30484496466,906532479371
"Sep 14, 2021",44960.05,47218.13,44752.33,47092.49,38652152880,886095283701
"Sep 13, 2021",46057.22,46598.68,43591.32,44963.07,40969943253,845980481365
"Sep 12, 2021",45206.63,46364.88,44790.46,46063.27,27881980161,866636671662
"Sep 11, 2021",44869.84,45969.29,44818.27,45201.46,34499835245,850381828071
"Sep 10, 2021",46396.66,47031.74,44344.49,44883.91,39154666597,844367023727
"Sep 09, 2021",45774.74,47261.95,45669.74,46391.42,38672657013,872686454372
"Sep 08, 2021",46827.76,47334.06,44561.39,46091.39,49007762488,867002908109
"Sep 07, 2021",52660.48,52853.76,43285.21,46811.13,65210059683,880498621998
"Sep 06, 2021",51769.00,52700.94,51053.68,52633.54,38884105426,989965076456
"Sep 05, 2021",49937.86,51868.68,49538.60,51753.41,30322676319,973354882473
"Sep 04, 2021",50009.33,50545.58,49548.78,49944.63,37471327794,939286123133
"Sep 03, 2021",49288.25,50982.27,48386.09,50025.37,43206179619,940757184680
"Sep 02, 2021",48807.85,50343.42,48652.32,49327.72,39508070319,927590865738
"Sep 01, 2021",47099.77,49111.09,46562.44,48847.03,39139399125,918501510157
"Aug 31, 2021",47024.34,48189.55,46750.09,47166.69,34730363427,886869903603
"Aug 30, 2021",48834.85,48925.61,46950.27,47054.98,31847007016,884727824089
"Aug 29, 2021",48911.25,49644.11,47925.86,48829.83,25889650240,918057300166
"Aug 28, 2021",49072.59,49283.51,48499.24,48902.40,28568103401,919372790254
"Aug 27, 2021",46894.56,49112.79,46394.28,49058.67,34511076995,922265559164
"Aug 26, 2021",49002.64,49347.58,46405.78,46942.22,32666549568,882436522913
"Aug 25, 2021",47727.26,49202.88,47163.61,48960.79,32646349931,920337950861
"Aug 24, 2021",49562.35,49878.77,47687.12,47706.12,35361168834,896704765697
"Aug 23, 2021",49291.68,50482.08,49074.61,49546.15,34305053719,931244272409
"Aug 22, 2021",48869.10,49471.61,48199.94,49321.65,25370975378,926961622395
"Aug 21, 2021",49327.07,49717.02,48312.20,48905.49,40585205312,919092181743
"Aug 20, 2021",46723.12,49342.15,46650.71,49339.18,34706867452,927189789032
"Aug 19, 2021",44741.88,46970.76,43998.32,46717.58,37204312299,877875534875
"Aug 18, 2021",44686.75,45952.06,44364.03,44801.19,32194123075,841823296233
"Aug 17, 2021",45936.46,47139.57,44512.42,44695.36,33451362600,839796717683
"Aug 16, 2021",47019.96,47998.10,45700.32,46004.48,32776876610,864345726183
"Aug 15, 2021",47096.67,47357.11,45579.59,47047.00,30988958446,883882942188
"Aug 14, 2021",47810.69,48098.68,46177.63,47096.95,31211354442,884769956069
"Aug 13, 2021",44439.69,47831.98,44282.42,47793.32,31744259539,897802604441
"Aug 12, 2021",45576.88,46228.91,43861.45,44428.29,33723620826,834546790666
"Aug 11, 2021",45599.70,46735.63,45351.71,45593.64,34319709073,856398622622
"Aug 10, 2021",46280.85,46637.99,44705.56,45585.03,33546019517,856195142352
"Aug 09, 2021",43791.93,46456.83,42848.69,46365.40,38734079049,870805373889
"Aug 08, 2021",44574.44,45282.35,43331.91,43798.12,36302664750,822545074286
"Aug 07, 2021",42832.80,44689.86,42618.57,44555.80,40030862141,836730623772
"Aug 06, 2021",40865.87,43271.66,39932.18,42816.50,38226483046,804022903682
"Aug 05, 2021",39744.51,41341.93,37458.00,40869.55,35185031017,767423192906
"Aug 04, 2021",38213.33,39952.30,37589.17,39747.51,25372562724,746313542791
"Aug 03, 2021",39178.40,39750.03,37782.05,38152.98,26189830450,716341544145
"Aug 02, 2021",39907.26,40419.18,38746.35,39201.95,25595265436,735995665489
"Aug 01, 2021",41460.84,42541.68,39540.94,39974.90,26688438115,750472428208
"Jul 31, 2021",42196.30,42231.45,41110.83,41626.20,25802845343,781431379811
"Jul 30, 2021",40027.48,42235.55,38397.35,42235.55,33072782960,792829863258
"Jul 29, 2021",39995.45,40593.07,39352.06,40008.42,27167146027,750980784072
"Jul 28, 2021",39503.19,40816.07,38862.44,39995.91,38702404695,750706646107
"Jul 27, 2021",37276.04,39406.94,36441.73,39406.94,35097370560,739612127373
"Jul 26, 2021",35384.03,40499.68,35287.31,37337.53,51022126212,700734471386
"Jul 25, 2021",34290.29,35364.93,33881.84,35350.19,20856685287,663401935103
"Jul 24, 2021",33593.73,34490.39,33424.86,34292.45,21664706865,643518528651
"Jul 23, 2021",32305.96,33581.55,32057.89,33581.55,22552046192,630147722704
"Jul 22, 2021",32138.87,32576.40,31745.30,32313.11,19555230518,606316858335
"Jul 21, 2021",29796.29,32752.33,29526.18,32110.69,28203024559,602489309202
"Jul 20, 2021",30838.29,31006.19,29360.96,29807.35,23148267245,559244324356
"Jul 19, 2021",31800.01,31885.86,30563.74,30817.83,20434789545,578178147283
"Jul 18, 2021",31533.88,32399.00,31215.49,31796.81,18787986667,596513309277
"Jul 17, 2021",31397.31,31935.94,31223.99,31533.07,18895018942,591536476392
"Jul 16, 2021",31841.55,32218.41,31100.67,31421.54,23699476918,589415807378
"Jul 15, 2021",32827.87,33159.64,31175.71,31780.73,21300524237,596124462729
"Jul 14, 2021",32723.85,33061.40,31639.12,32822.35,21376531210,615635042692
"Jul 13, 2021",33125.47,33327.10,32261.42,32702.03,19120856669,613343664760
"Jul 12, 2021",34254.02,34592.16,32697.31,33155.85,24321499537,621827984940
"Jul 11, 2021",33509.08,34584.70,33346.74,34240.19,20108729370,642138104626
"Jul 10, 2021",33811.24,34209.07,33116.01,33520.52,22971873468,628615338753
"Jul 09, 2021",32861.67,34042.29,32318.88,33798.01,27436021028,633784072787
"Jul 08, 2021",33889.61,33907.91,32133.18,32877.37,29910396946,616492852697
"Jul 07, 2021",34225.68,34997.66,33839.29,33855.33,24796027477,634802817185
"Jul 06, 2021",33723.51,35038.54,33599.92,34235.19,26501259870,641899161594
"Jul 05, 2021",35284.34,35284.34,33213.66,33746.00,26721554282,632696207200
"Jul 04, 2021",34665.56,35937.57,34396.48,35287.78,24924307911,661574836315
"Jul 03, 2021",33854.42,34909.26,33402.70,34668.55,24383958643,649939701346
"Jul 02, 2021",33549.60,33939.59,32770.68,33897.05,38728974942,635450784106
"Jul 01, 2021",35035.98,35035.98,32883.78,33572.12,37838957079,629339325298
"Jun 30, 2021",35908.39,36074.76,34086.15,35040.84,34059036099,656852513238
"Jun 29, 2021",34475.56,36542.11,34252.48,35867.78,37901460044,672333423402
"Jun 28, 2021",34679.12,35219.89,33902.08,34434.34,33892523752,645442759493
"Jun 27, 2021",32287.52,34656.13,32071.76,34649.64,35511640894,649461677014
"Jun 26, 2021",31594.66,32637.59,30184.50,32186.28,38585385521,603276028309
"Jun 25, 2021",34659.10,35487.25,31350.88,31637.78,40230904226,592978211189
"Jun 24, 2021",33682.80,35228.85,32385.21,34662.44,33123368116,649643997441
"Jun 23, 2021",32515.71,34753.41,31772.63,33723.03,46317108925,632011278436
"Jun 22, 2021",31622.38,33292.45,28893.62,32505.66,58964353058,609180639390
"Jun 21, 2021",35641.15,35721.64,31295.94,31676.69,52809038594,593627575887
"Jun 20, 2021",35563.14,36059.48,33432.08,35698.30,36664034054,668968868770
"Jun 19, 2021",35854.53,36457.80,34933.06,35615.87,31207279719,667400859261
"Jun 18, 2021",38099.48,38187.26,35255.85,35787.24,36200887275,670589444851
"Jun 17, 2021",38341.42,39513.67,37439.67,38053.50,37096670047,713025631758
"Jun 16, 2021",40168.69,40516.78,38176.03,38347.06,39211635100,718494773612
"Jun 15, 2021",40427.17,41295.27,39609.47,40406.27,46420149185,757029874725
"Jun 14, 2021",39016.97,40978.36,38757.28,40218.48,43148914673,753471062534
"Jun 13, 2021",35555.79,39322.78,34864.11,39097.86,40669112838,732465659892
"Jun 12, 2021",37340.14,37408.93,34728.19,35552.52,37924228550,666018173753
"Jun 11, 2021",36697.03,37608.69,36044.45,37334.40,38699736985,699368729838
"Jun 10, 2021",37389.52,38334.33,35847.59,36702.60,43576032854,687509421226
"Jun 09, 2021",33416.98,37537.37,32475.87,37345.12,53972919008,699516138698
"Jun 08, 2021",33589.52,34017.39,31114.44,33472.63,49902050442,626954944879
"Jun 07, 2021",35835.27,36790.57,33480.64,33560.71,33683936663,628572961759
"Jun 06, 2021",35538.61,36436.42,35304.58,35862.38,28913440585,671652557855
"Jun 05, 2021",36880.16,37917.71,34900.41,35551.96,35959473399,665804639833
"Jun 04, 2021",39242.49,39242.49,35717.72,36894.41,41831090187,690915072093
"Jun 03, 2021",37599.41,39478.95,37243.97,39208.77,35460750427,734224332239
"Jun 02, 2021",36699.92,38231.34,35966.31,37575.18,33070867190,703599671425
"Jun 01, 2021",37293.79,37896.74,35787.09,36684.92,34639423297,686891021225
"May 31, 2021",35658.59,37468.25,34241.94,37332.85,39009847639,698990486185
"May 30, 2021",34607.41,36400.67,33520.74,35678.13,31646080921,667976638398
"May 29, 2021",35684.16,37234.50,33693.93,34616.07,45231013335,648061013208
"May 28, 2021",38507.08,38856.97,34779.04,35697.61,55200191952,668283930067
"May 27, 2021",39316.89,40379.62,37247.90,38436.97,43210968721,719538129128
"May 26, 2021",38392.62,40782.08,37905.83,39294.20,51346735160,735556411166
"May 25, 2021",38795.78,39776.35,36581.43,38402.22,56211915803,718829377408
"May 24, 2021",34700.36,39835.14,34551.08,38705.98,67359584098,724332072424
"May 23, 2021",37531.45,38289.22,31227.34,34770.58,78469274361,650686270744
"May 22, 2021",37371.03,38831.05,35383.68,37536.63,57377273240,702449253648
"May 21, 2021",40596.95,42172.17,33616.45,37304.69,82051616861,698108789817
"May 20, 2021",36753.67,42462.98,35050.62,40782.74,88281943359,763195929022
"May 19, 2021",42944.98,43546.12,30681.50,37002.44,126358098747,692452570147
"May 18, 2021",43488.06,45812.46,42367.83,42909.40,56187365084,802974346863
"May 17, 2021",46415.90,46623.56,42207.29,43537.51,74903638450,814701646509
"May 16, 2021",46716.64,49720.04,43963.35,46456.06,64047871555,869279076502
"May 15, 2021",49855.49,50639.67,46664.14,46760.19,59161047474,874931019742
"May 14, 2021",49682.98,51438.12,48868.58,49880.53,55737497453,933276901265
"May 13, 2021",49735.43,51330.84,46980.02,49716.19,96721152926,930161010060
"May 12, 2021",56714.53,57939.36,49150.53,49150.53,75215403907,919527847950
"May 11, 2021",55847.24,56872.54,54608.65,56704.57,61308396325,1060790877192
"May 10, 2021",58250.87,59519.35,54071.46,55859.80,71776546298,1044927337818
"May 09, 2021",58877.39,59210.88,56482.00,58232.32,65906690347,1089244557676
"May 08, 2021",57352.77,59464.61,56975.21,58803.78,65382980634,1099863941004
"May 07, 2021",56413.95,58606.63,55321.85,57356.40,68434023376,1072727435210
"May 06, 2021",57441.31,58363.31,55382.51,56396.51,69523285106,1054714918675
"May 05, 2021",53252.16,57911.36,52969.06,57424.01,69241316747,1073873012867
"May 04, 2021",57214.18,57214.18,53191.43,53333.54,68564706967,997324142593
"May 03, 2021",56620.27,58973.31,56590.87,57200.29,51713139031,1069563935453
"May 02, 2021",57825.86,57902.59,56141.91,56631.08,38177405335,1058862005057
"May 01, 2021",57714.66,58448.34,57052.27,57828.05,42836427360,1081174515343
"Apr 30, 2021",53568.66,57900.72,53129.60,57750.18,52395931985,1079669884320
"Apr 29, 2021",54858.09,55115.84,52418.03,53555.11,46088929780,1001193634072
"Apr 28, 2021",55036.64,56227.21,53887.92,54824.70,48000572955,1024888208734
"Apr 27, 2021",54030.30,55416.96,53319.19,55033.12,49448222757,1028733359592
"Apr 26, 2021",49077.79,54288.00,48852.80,54021.75,58284039825,1009780042661
"Apr 25, 2021",50052.83,50506.02,47159.49,49004.25,46117114240,915955943256
"Apr 24, 2021",51143.23,51167.56,48805.28,50050.87,49014494781,935471648213
"Apr 23, 2021",51739.81,52120.79,47714.66,51093.65,86668667320,954919230092
"Apr 22, 2021",53857.11,55410.23,50583.81,51762.27,74798630778,967372472375
"Apr 21, 2021",56471.13,56757.97,53695.47,53906.09,54926612466,1007389534360
"Apr 20, 2021",55681.79,57062.15,53448.05,56473.03,67849323955,1055323526514
"Apr 19, 2021",56191.58,57520.05,54368.59,55724.27,65344865159,1041287672154
"Apr 18, 2021",60701.89,61057.46,52829.54,56216.19,97468872758,1050445401610
"Apr 17, 2021",61529.92,62572.18,60361.35,60683.82,66138759198,1133882479237
"Apr 16, 2021",63258.51,63594.72,60222.53,61572.79,84293007468,1150457156740
"Apr 15, 2021",63075.20,63821.67,62208.96,63314.01,60954381579,1182945492744
"Apr 14, 2021",63523.75,64863.10,61554.80,63109.70,77451779687,1179061093980
"Apr 13, 2021",59890.02,63742.28,59869.96,63503.46,69983454362,1186364044140
"Apr 12, 2021",60175.94,61253.04,59589.87,59893.45,51828688519,1118871072069
"Apr 11, 2021",59846.23,60790.56,59289.80,60204.96,46280252580,1124635848775
"Apr 10, 2021",58253.78,61276.67,58038.71,59793.24,58238470525,1116889802872
"Apr 09, 2021",58326.56,58937.05,57807.86,58245.00,46655208546,1087911057870
"Apr 08, 2021",56099.91,58338.74,55879.08,58323.95,53053855641,1089334328139
"Apr 07, 2021",58186.51,58731.14,55604.02,56048.94,75645303584,1046793054753
"Apr 06, 2021",59171.93,59479.58,57646.81,58192.36,66058027988,1086769183295
"Apr 05, 2021",58760.87,59891.30,57694.83,59057.88,60706272115,1102880790089
"Apr 04, 2021",57604.84,58913.75,57168.68,58758.56,50749662970,1097232660348
"Apr 03, 2021",59397.41,60110.27,57603.89,57603.89,59641344484,1075617261180
"Apr 02, 2021",59098.88,60267.19,58869.28,59384.31,58727860620,1108813863083
"Apr 01, 2021",58926.56,59586.07,58505.28,59095.81,61669163792,1103377830758
"Mar 31, 2021",58930.28,59930.03,57726.42,58918.83,65520826225,1100016786763
"Mar 30, 2021",57750.13,59447.22,57251.55,58917.69,54414116432,1099939890804
"Mar 29, 2021",55947.90,58342.10,55139.34,57750.20,57625587027,1078088296477
"Mar 28, 2021",55974.94,56610.31,55071.11,55950.75,47686580918,1044446559059
"Mar 27, 2021",55137.57,56568.22,54242.91,55973.51,47266542233,1044814147412
"Mar 26, 2021",51683.01,55137.31,51579.86,55137.31,56652197978,1029150697411
"Mar 25, 2021",52726.75,53392.39,50856.57,51704.16,67999812841,965028762666
"Mar 24, 2021",54710.49,57262.38,52514.33,52774.26,70567223787,984948142898
"Mar 23, 2021",54511.66,55985.44,53470.69,54738.94,56435023914,1021563479682
"Mar 22, 2021",57517.89,58471.48,54288.16,54529.15,56521454974,1017595269117
"Mar 21, 2021",58309.91,58767.90,56005.62,57523.42,51943414539,1073417235408
"Mar 20, 2021",58332.26,60031.29,58213.30,58313.64,50361731222,1088105221978
"Mar 19, 2021",57850.44,59498.38,56643.70,58346.65,49063873786,1088666450746
"Mar 18, 2021",58893.08,60116.25,54253.58,57858.92,55746041000,1079511086884
"Mar 17, 2021",56825.83,58969.82,54528.63,58870.89,60258313191,1098337655327
"Mar 16, 2021",55840.79,56833.18,53555.03,56804.90,59749798599,1059745818423
"Mar 15, 2021",59267.43,60540.99,55393.17,55907.20,66419369890,1042946024860
"Mar 14, 2021",61221.13,61597.92,59302.32,59302.32,43901225564,1106226132525
"Mar 13, 2021",57343.37,61683.86,56217.97,61243.08,60669829814,1142369158667
"Mar 12, 2021",57821.22,57996.62,55376.65,57332.09,55689944702,1069366321844
"Mar 11, 2021",55963.18,58091.06,54484.59,57805.12,56772343595,1078135604118
"Mar 10, 2021",54824.01,57258.25,53290.89,56008.55,57295577614,1044580057477
"Mar 09, 2021",52272.97,54824.12,51981.83,54824.12,50912227385,1022439972862
"Mar 08, 2021",51174.12,52314.07,49506.05,52246.52,48597428048,974321883623
"Mar 07, 2021",48918.68,51384.37,48918.68,51206.69,43137459378,954880954585
"Mar 06, 2021",48899.23,49147.22,47257.53,48912.38,34363564661,912054166029
"Mar 05, 2021",48527.03,49396.43,46542.51,48927.30,48625928883,912285065720
"Mar 04, 2021",50522.31,51735.09,47656.93,48561.17,52343816680,905414104807
"Mar 03, 2021",48415.81,52535.14,48274.32,50538.24,53220811975,942236576905
"Mar 02, 2021",49612.11,50127.51,47228.85,48378.99,47530897720,901933683269
"Mar 01, 2021",45159.50,49784.02,45115.09,49631.24,53891300112,925235527882
"Feb 28, 2021",46194.02,46716.43,43241.62,45137.77,53443887451,841428977515
"Feb 27, 2021",46344.77,48253.27,45269.03,46188.45,45910946382,860978135421
"Feb 26, 2021",47180.46,48370.79,44454.84,46339.76,350967941479,863752275053
"Feb 25, 2021",49709.08,51948.97,47093.85,47093.85,54506565949,877766126138
"Feb 24, 2021",48835.09,51290.14,47213.50,49705.33,63695521388,926393090751
"Feb 23, 2021",54204.93,54204.93,45290.59,48824.43,106102492824,909925854460
"Feb 22, 2021",57532.74,57533.39,48967.57,54207.32,92052420332,1010205212981
"Feb 21, 2021",56068.57,58330.57,55672.61,57539.94,51897585191,1072263294725
"Feb 20, 2021",55887.34,57505.23,54626.56,56099.52,68145460026,1045371087640
"Feb 19, 2021",51675.98,56113.65,50937.28,55888.13,63495496918,1041380696669
"Feb 18, 2021",52140.97,52474.11,51015.76,51679.80,52054723579,962915078024
"Feb 17, 2021",49207.28,52533.91,49072.38,52149.01,80820545404,971611626454
"Feb 16, 2021",47944.46,50341.10,47201.30,49199.87,77049582886,916623418254
"Feb 15, 2021",48696.54,48875.57,46347.48,47945.06,77069903166,893210080039
"Feb 14, 2021",47114.51,49487.64,47114.51,48717.29,71248675228,907551330153
"Feb 13, 2021",47491.20,48047.74,46392.28,47105.52,70250456155,877478894464
"Feb 12, 2021",47877.03,48745.73,46424.98,47504.85,76555041196,884874050612
"Feb 11, 2021",44898.71,48463.47,44187.76,47909.33,81388911810,892364856136
"Feb 10, 2021",46469.76,47145.57,43881.15,44918.18,87301089896,836616907527
"Feb 09, 2021",46184.99,48003.72,45166.96,46481.10,91809846886,865682956619
"Feb 08, 2021",38886.83,46203.93,38076.32,46196.46,101467222687,860342706260
"Feb 07, 2021",39250.19,39621.84,37446.15,38903.44,65500641143,724478833211
"Feb 06, 2021",38138.39,40846.55,38138.39,39266.01,71326033653,731192490093
"Feb 05, 2021",36931.55,38225.91,36658.76,38144.31,58598066402,710266752534
"Feb 04, 2021",37475.10,38592.18,36317.50,36926.06,68838074392,687542752523
"Feb 03, 2021",35510.82,37480.19,35443.98,37472.09,61166818159,697672910488
"Feb 02, 2021",33533.20,35896.88,33489.22,35510.29,63088585433,661114581664
"Feb 01, 2021",33114.58,34638.21,32384.23,33537.18,61400400660,624349044409
"Jan 31, 2021",34270.88,34288.33,32270.18,33114.36,52754542671,616452744533
"Jan 30, 2021",34295.94,34834.71,32940.19,34269.52,65141828798,637924573284
"Jan 29, 2021",34318.67,38406.26,32064.81,34316.39,117894572511,638768671362
"Jan 28, 2021",30441.04,33858.31,30023.21,33466.10,76517157706,622910073820
"Jan 27, 2021",32564.03,32564.03,29367.14,30432.55,62576762015,566417413554
"Jan 26, 2021",32358.61,32794.55,31030.27,32569.85,60255421470,606169260387
"Jan 25, 2021",32285.80,34802.74,32087.79,32366.39,59897054838,602350097075
"Jan 24, 2021",32064.38,32944.01,31106.69,32289.38,48643830599,600888568010
"Jan 23, 2021",32985.76,33360.98,31493.16,32067.64,48354737975,596733137645
"Jan 22, 2021",30817.63,33811.85,28953.37,33005.76,77207272511,614160521492
"Jan 21, 2021",35549.40,35552.68,30250.75,30825.70,75643067688,573565664943
"Jan 20, 2021",36050.11,36378.33,33570.48,35547.75,66834573161,661400102161
"Jan 19, 2021",36642.23,37755.89,36069.81,36069.81,57244195486,671081200700
"Jan 18, 2021",35792.24,37299.29,34883.84,36630.08,49511702429,681470030572
"Jan 17, 2021",36163.65,36722.35,34069.32,35791.28,52359854336,665831621391
"Jan 16, 2021",36821.65,37864.37,35633.55,36178.14,57706187875,673000645231
"Jan 15, 2021",39156.71,39577.71,34659.59,36825.37,67760757881,685005864471
"Jan 14, 2021",37325.11,39966.41,36868.56,39187.33,63615990033,728904366964
"Jan 13, 2021",33915.12,37599.96,32584.67,37316.36,69364315979,694069582194
"Jan 12, 2021",35516.36,36568.53,32697.98,33922.96,74773277909,630920422745
"Jan 11, 2021",38346.53,38346.53,30549.60,35566.66,123320567399,661457321418
"Jan 10, 2021",40254.22,41420.19,35984.63,38356.44,79980747690,713304617761
"Jan 09, 2021",40788.64,41436.35,38980.88,40254.55,61984162837,748563483043
"Jan 08, 2021",39381.77,41946.74,36838.64,40797.61,88107519480,758625941267
"Jan 07, 2021",36833.87,40180.37,36491.19,39371.04,84762141031,732062681138
"Jan 06, 2021",34013.61,36879.70,33514.03,36824.36,75289433811,684671246324
"Jan 05, 2021",31977.04,34437.59,30221.19,33992.43,67547324782,631980005970
"Jan 04, 2021",32810.95,33440.22,28722.76,31971.91,81163475344,594384025391
"Jan 03, 2021",32129.41,34608.56,32052.32,32782.02,78665235202,609409213147
"Jan 02, 2021",29376.46,33155.12,29091.18,32127.27,67865420765,597205944669
"Jan 01, 2021",28994.01,29600.63,28803.59,29374.15,40730301359,546001594838
"Dec 31, 2020",28841.57,29244.88,28201.99,29001.72,46754964848,539051138108
"Dec 30, 2020",27360.09,28937.74,27360.09,28840.95,51287442704,536033807161
"Dec 29, 2020",27081.81,27370.72,25987.30,27362.44,45265946774,508523687097
"Dec 28, 2020",26280.82,27389.11,26207.64,27084.81,49056742893,503339329917
"Dec 27, 2020",26439.37,28288.84,25922.77,26272.29,66479895605,488213268382
"Dec 26, 2020",24677.02,26718.07,24522.69,26437.04,48332647295,491250863157
"Dec 25, 2020",23733.57,24710.10,23463.67,24664.79,42068395846,458297232692
"Dec 24, 2020",23240.20,23768.34,22777.60,23735.95,41080759713,441017197764
"Dec 23, 2020",23781.97,24024.49,22802.65,23241.34,51146161904,431808778580
"Dec 22, 2020",22794.04,23789.90,22430.60,23783.03,44171632681,441850902134
"Dec 21, 2020",23474.46,24059.98,22159.37,22803.08,45852713981,423625088584
"Dec 20, 2020",23861.77,24209.66,23147.71,23477.30,37844228422,436129331482
"Dec 19, 2020",23132.87,24085.86,22826.47,23869.83,38487546580,443399267277
"Dec 18, 2020",22806.80,23238.60,22399.81,23137.96,40387896275,429781092528
"Dec 17, 2020",21308.35,23642.66,21234.68,22805.16,71378606374,423576934966
"Dec 16, 2020",19418.82,21458.91,19298.32,21310.60,44409011479,395799863746
"Dec 15, 2020",19246.92,19525.01,19079.84,19417.08,26741982541,360614771027
"Dec 14, 2020",19144.49,19305.10,19012.71,19246.64,22473997681,357432550020
"Dec 13, 2020",18806.77,19381.54,18734.33,19142.38,25450468637,355479173806
"Dec 12, 2020",18051.32,18919.55,18046.04,18803.66,21752580802,349170613899
"Dec 11, 2020",18263.93,18268.45,17619.53,18058.90,27919640985,335326168919
"Dec 10, 2020",18553.30,18553.30,17957.07,18264.99,25547132265,339136939586
"Dec 09, 2020",18320.88,18626.29,17935.55,18553.92,34420373071,344486483494
"Dec 08, 2020",19191.53,19283.48,18269.95,18321.14,31692288756,340148764252
"Dec 07, 2020",19343.13,19411.83,18931.14,19191.63,26896357742,356293229783
"Dec 06, 2020",19154.18,19390.50,18897.89,19345.12,25293775714,359123541247
"Dec 05, 2020",18698.39,19160.45,18590.19,19154.23,27242455064,355563938256
"Dec 04, 2020",19446.97,19511.40,18697.19,18699.77,33872388058,347111351136
"Dec 03, 2020",19205.93,19566.19,18925.78,19445.40,31930317405,360933936017
"Dec 02, 2020",18801.74,19308.33,18347.72,19201.09,37387697139,356381007571
"Dec 01, 2020",19633.77,19845.98,18321.92,18803.00,49633658712,348976597318
"Nov 30, 2020",18178.32,19749.26,18178.32,19625.84,47728480399,364229729426
"Nov 29, 2020",17719.63,18283.63,17559.12,18177.48,31133957704,337336592123
"Nov 28, 2020",17112.93,17853.94,16910.65,17717.42,32601040734,328782832212
"Nov 27, 2020",17153.91,17445.02,16526.42,17108.40,38886494645,317464460530
"Nov 26, 2020",18729.84,18866.29,16351.03,17150.62,61396835737,318231964319
"Nov 25, 2020",19104.41,19390.97,18581.15,18732.12,43710357371,347558803507
"Nov 24, 2020",18365.01,19348.27,18128.66,19107.46,51469565009,354504361032
"Nov 23, 2020",18370.02,18711.43,18000.80,18364.12,42741112308,340698070308
"Nov 22, 2020",18642.23,18688.97,17671.38,18370.00,41280434226,340790183317
